ลำดับ,ร้าน,วันที่,รหัสสินค้า,บาร์โค้ด,ชื่อสินค้า,รหัสหมวดหมู่,หมวดหมู่,ยอดยกมา,รับเข้า,ขายออก,รับแปร,เบิกแปร,ปรับเพิ่ม,ปรับลด,รับผลิต,เบิกผลิต,สินค้าคงเหลือ,หน่วย,@หน่วย,มูลค่าคงเหลือ,รหัสเหตุผล,เหตุผล
1949,CP Fresh Shop ດອນໜູນ,2025-05-23,800000122558,8640314888791,ຍອດຜັກຫົມອອ່ນ,005,ຜັກ,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"ຊນ,ອັນ",10000.0,30000.0,-,-
1950,CP Fresh Shop ດອນໜູນ,2025-05-23,800000199229,8850624395202,ກາໂຕະລົດສະຕໍເບີລີ320ml,009,ເຄື່ອງດື່ມ,38.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,"ຊນ,ອັນ",5019.0,180684.0,-,-
1951,CP Fresh Shop ດອນໜູນ,2025-05-23,800000103174,8850464000380,ແປ້ງ​ນົວ​ກາ​ຈອງ1kg,010,ເຄື່ອງປຸງ,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"ຊນ,ອັນ",63700.0,445900.0,-,-
1952,CP Fresh Shop ດອນໜູນ,2025-05-23,2255121620,8562551216207,ກະດູກຂ້າງໝູຕັດເສັ້ນ WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ແພັກ,60000.0,240000.0,-,-
1953,CP Fresh Shop ດອນໜູນ,2025-05-23,800000103672,8850987150098,ມາມ່າOKບົວລົດຄາໂບນາລ່າຫໍ່,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
1954,CP Fresh Shop ດອນໜູນ,2025-05-23,800000084310,-,ແຈ່ວດາດໂຕໝູ (ໃຫຍ່),801,ນໍ້າແຈ່ວ,107.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,"ຊນ,ອັນ",27000.0,2673000.0,-,-
1955,CP Fresh Shop ດອນໜູນ,2025-05-23,800000084289,8850250000730,ຍຳຍຳຈຳໂບ້ ໝູສັບ,012,ອາຫານສຳເລັດຮູບ,-4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,"ຊນ,ອັນ",4000.0,-28000.0,-,-
1956,CP Fresh Shop ດອນໜູນ,2025-05-23,800000084257,68074943,ຜັກຫົມ 300ກຼາມ,002,ຜັກປອດສານພິດ,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,"ຊນ,ອັນ",5556.0,33336.0,-,-
1957,CP Fresh Shop ດອນໜູນ,2025-05-23,800000086217,8859730600040,ແຈ່ວເສສວນຍົກໂປ້150g,010,ເຄື່ອງປຸງ,108.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,"ຊນ,ອັນ",10600.0,1134200.0,-,-
1958,CP Fresh Shop ດອນໜູນ,2025-05-23,800000107172,9780201371154,Polar Bear ໝາກຖົວຍິປຸ່ນ Edamame 1kg,007,ອາຫານແຊ່ແຂງ,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,"ຊນ,ອັນ",95000.0,1425000.0,-,-
1959,CP Fresh Shop ດອນໜູນ,2025-05-23,800000084456,8857110760155,ພິກໄທປົ່ນ ຈັນທະບູລີ30ກຼາມ,010,ເຄື່ອງປຸງ,88.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,"ຊນ,ອັນ",2688.0,233856.0,-,-
1960,CP Fresh Shop ດອນໜູນ,2025-05-23,800000103440,123456781,ແຈ່ວສຸກີ້ແມ່ທອນ 750g,801,ນໍ້າແຈ່ວ,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"ຊນ,ອັນ",38000.0,152000.0,-,-
1961,CP Fresh Shop ດອນໜູນ,2025-05-23,800000084176,8859232999970,ເຂົ້າຊອຍຕັດ ຊີດສ 200ກຼາມ,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
1962,CP Fresh Shop ດອນໜູນ,2025-05-23,800000084318,8859268100647,ໄສ້ກອກຫມູຄອກເທວຜະສົມຊີສ 500g,007,ອາຫານແຊ່ແຂງ,37.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,"ຊນ,ອັນ",42200.0,1477000.0,-,-
1963,CP Fresh Shop ດອນໜູນ,2025-05-23,800000112246,6955236542630,ເສັ້ນເຜືອກມ່ວງຫອມ200g,008,ເຄື່ອງແຫ້ງ,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,"ຊນ,ອັນ",11600.0,324800.0,-,-
1964,CP Fresh Shop ດອນໜູນ,2025-05-23,800000084257,68074943,ຜັກຫົມ 300ກຼາມ,002,ຜັກປອດສານພິດ,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"ຊນ,ອັນ",4500.0,9000.0,-,-
1965,CP Fresh Shop ດອນໜູນ,2025-05-23,800000084489,8859169900308,ແຈ່ວລູກຊີ້ນ (ຝາຂຽວ),010,ເຄື່ອງປຸງ,78.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,"ຊນ,ອັນ",7917.0,609609.0,-,-
1966,CP Fresh Shop ດອນໜູນ,2025-05-23,2255121625,8562551216252,ຊີ້ນໝູບົດປົນມັນ 30% WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ແພັກ,0.0,0.0,-,-
1967,CP Fresh Shop ດອນໜູນ,2025-05-23,800000084188,42423371248,ແຈ່ວດາດຫອມແຊບໃຫຍ່ນຸ້ມນວນ500g,803,ແຈ່ວຊີ້ນດາດ - ຊີ້ນຈຸ່ມ,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"ຊນ,ອັນ",26000.0,208000.0,-,-
1968,CP Fresh Shop ດອນໜູນ,2025-05-23,800000084454,8858981500031,ປາແດກແມ່ບຸນລໍ້າ 400ກຼາມ,010,ເຄື່ອງປຸງ,95.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,"ຊນ,ອັນ",8959.0,842146.0,-,-
1969,CP Fresh Shop ດອນໜູນ,2025-05-23,800000107977,8851988005233,AROເນື້ອປາດໍລີ້ສະໄລ່,007,ອາຫານແຊ່ແຂງ,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,"ຊນ,ອັນ",59800.0,777400.0,-,-
1970,CP Fresh Shop ດອນໜູນ,2025-05-23,800000084440,955298341611,ນໍ້າມັນໝາກພ້າວ 125ml,010,ເຄື່ອງປຸງ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
1971,CP Fresh Shop ດອນໜູນ,2025-05-23,800000084310,-,ແຈ່ວດາດໂຕໝູ (ໃຫຍ່),801,ນໍ້າແຈ່ວ,2.0,150.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,"ຊນ,ອັນ",27000.0,3807000.0,-,-
1972,CP Fresh Shop ດອນໜູນ,2025-05-23,800000107278,8850718819478,ເລ່ລົດໂມລິສະລາຍຖົງ44g,013,ເຂົ້າໜົມ,26.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,"ຊນ,ອັນ",11709.0,281016.0,-,-
1973,CP Fresh Shop ດອນໜູນ,2025-05-23,2210440038,9900384,ປີກເຕັມໄກ່ເນື້ອ ,011,ໄກ່ - ໄຂ່,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ກິໂລກຣາມ,0.0,0.0,-,-
1974,CP Fresh Shop ດອນໜູນ,2025-05-23,26010726,-,ໄກ່ໝັກປີ້ງ,012,ອາຫານສຳເລັດຮູບ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ໂຕ,0.0,0.0,-,-
1975,CP Fresh Shop ດອນໜູນ,2025-05-23,2255121618,8562551216184,ຊີ້ນໝູສາມຊັ້ນຕັດເສັ້ນ WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,ແພັກ,49000.0,392000.0,-,-
1976,CP Fresh Shop ດອນໜູນ,2025-05-23,2255121207,9921207,ຊິ້ນໝູສາມຊັ້ນ,003,ຊີ້ນສົດ,6.98,29.41,21.628,0.0,0.0,0.0,0.0,0.0,0.0,14.762,ກິໂລກຣາມ,93000.0,1372866.0,-,-
1977,CP Fresh Shop ດອນໜູນ,2025-05-23,800000112187,8850718819515,ເລ່ລົດຫົວຫອມຖົງ48g,013,ເຂົ້າໜົມ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
1978,CP Fresh Shop ດອນໜູນ,2025-05-23,2255121232,9921232,ກະດູກຂ້າງໝູ,003,ຊີ້ນສົດ,-1.28,9.78,10.496,0.0,0.0,0.0,0.0,0.0,0.0,-1.998,ກິໂລກຣາມ,94975.0,-189760.05,-,-
1979,CP Fresh Shop ດອນໜູນ,2025-05-23,2255120349,8858984832917,ໝູນຸ້ມໝັກພິກໄທດຳ 1000g,006,ຊີ້ນແພກແບຣນ,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ແພັກ,60005.0,0.0,REACD00001,สินค้าขาด/เกิน จากการตรวจนับ
1980,CP Fresh Shop ດອນໜູນ,2025-05-23,2255121539,8562551215392,ໄສ້ຕັນໝູພັນອານາໄມ FREEZE 1000 ກຣາມ,004,ຊີ້ນອານາໄມ,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ຖົງ,78000.0,234000.0,-,-
1981,CP Fresh Shop ດອນໜູນ,2025-05-23,800000084511,8850511321147,ໂລຊ່າ ຊອດໝາກເຂືອເທດ 300ກຼາມ,010,ເຄື່ອງປຸງ,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,"ຊນ,ອັນ",13750.0,440000.0,-,-
1982,CP Fresh Shop ດອນໜູນ,2025-05-23,800000084460,8850144001027,best foods ມາຍ໋ອງເນສ 220ml,010,ເຄື່ອງປຸງ,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,"ຊນ,ອັນ",32000.0,288000.0,-,-
1983,CP Fresh Shop ດອນໜູນ,2025-05-23,2210440045,8562104400459,ນ່ອງໄກ່ເນື້ອຕິດສະໂພກອານາໄມ,014,ໄກ່ແພັກແບັນ,27.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.348,ແພັກ,48000.0,1264704.0,-,-
1984,CP Fresh Shop ດອນໜູນ,2025-05-23,2255120415,8858984833198,ໄສ້ກອກຫມູ 500g,012,ອາຫານສຳເລັດຮູບ,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,ແພັກ,55000.0,275000.0,-,-
1985,CP Fresh Shop ດອນໜູນ,2025-05-23,800000101368,8859228201551,SunValleyປີກໄກ່ກອບດັງເດີມ1kg,007,ອາຫານແຊ່ແຂງ,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,"ຊນ,ອັນ",93300.0,1492800.0,-,-
1986,CP Fresh Shop ດອນໜູນ,2025-05-23,800000107245,8854698005043,ໂອອີຊິລົດໝາກນາວ,009,ເຄື່ອງດື່ມ,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,"ຊນ,ອັນ",9844.0,383916.0,-,-
1987,CP Fresh Shop ດອນໜູນ,2025-05-23,800000084329,8858984832948,ຂຽບຫມູ  50g,012,ອາຫານສຳເລັດຮູບ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
1988,CP Fresh Shop ດອນໜູນ,2025-05-23,2255121283,9921283,ກະດູກສັນຫລັງ,003,ຊີ້ນສົດ,-0.03,19.35,14.186,0.0,0.0,0.0,0.0,0.0,0.0,5.134,ກິໂລກຣາມ,40000.0,205360.0,-,-
1989,CP Fresh Shop ດອນໜູນ,2025-05-23,800000084318,8859268100647,ໄສ້ກອກຫມູຄອກເທວຜະສົມຊີສ 500g,007,ອາຫານແຊ່ແຂງ,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,"ຊນ,ອັນ",44800.0,627200.0,-,-
1990,CP Fresh Shop ດອນໜູນ,2025-05-23,2255121234,9921234,ພອກຊ໋ອບ (ຊິ້ນສະເຕັກ),003,ຊີ້ນສົດ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ກິໂລກຣາມ,0.0,0.0,-,-
1991,CP Fresh Shop ດອນໜູນ,2025-05-23,800000244064,6922507800218,ໝີ່ແພັກຂຽວ,008,ເຄື່ອງແຫ້ງ,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,"ຊນ,ອັນ",37334.0,485342.0,-,-
1992,CP Fresh Shop ດອນໜູນ,2025-05-23,800000107274,8850987148255,ມາມ່າOKແດງຊ່ອງ,008,ເຄື່ອງແຫ້ງ,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,"ຊນ,ອັນ",9628.0,-462144.0,-,-
1993,CP Fresh Shop ດອນໜູນ,2025-05-23,800000103171,8851613101378,ກະທິ ອາລອຍດີ250g,010,ເຄື່ອງປຸງ,8.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,"ຊນ,ອັນ",18889.0,831116.0,-,-
1994,CP Fresh Shop ດອນໜູນ,2025-05-23,2255121618,8562551216184,ຊີ້ນໝູສາມຊັ້ນຕັດເສັ້ນ WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,ແພັກ,49000.0,392000.0,-,-
1995,CP Fresh Shop ດອນໜູນ,2025-05-23,800000147722,8850250007357,ແປ້ງນົວກາຖ້ວຍ 500g,010,ເຄື່ອງປຸງ,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,"ຊນ,ອັນ",28380.0,1163580.0,-,-
1996,CP Fresh Shop ດອນໜູນ,2025-05-23,800000084333,9780201349962,ຖົ່ວແຣະ 400ກຼາມ,012,ອາຫານສຳເລັດຮູບ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
1997,CP Fresh Shop ດອນໜູນ,2025-05-23,800000155539,10012025,ກ້ຽວ500g,007,ອາຫານແຊ່ແຂງ,76.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,"ຊນ,ອັນ",18000.0,1350000.0,-,-
1998,CP Fresh Shop ດອນໜູນ,2025-05-23,2255120354,8858984832931,ຫມູຝອຍ   100 g,012,ອາຫານສຳເລັດຮູບ,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,ແພັກ,27005.0,351065.0,-,-
1999,CP Fresh Shop ດອນໜູນ,2025-05-24,800000199235,8855120003019,ບິກແບັກລົດສະລາຍແພັກ3ຖົງ,013,ເຂົ້າໜົມ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
2000,CP Fresh Shop ດອນໜູນ,2025-05-24,2220352305,8562203523057,ໄຂ່ໄກ່ແຕະ 30 ຟອງ-ເບີ 5,011,ໄກ່ - ໄຂ່,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ແພັກ,0.0,0.0,-,-
2001,CP Fresh Shop ດອນໜູນ,2025-05-24,2255120338,8858984832849,ຫມູຍໍ່ຫນັງ A 500 g,012,ອາຫານສຳເລັດຮູບ,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ແພັກ,31999.0,351989.0,-,-
2002,CP Fresh Shop ດອນໜູນ,2025-05-24,800000084158,1234657465557,ຍອດອ່ອນຕາວັນ,005,ຜັກ,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"ຊນ,ອັນ",10000.0,10000.0,-,-
2003,CP Fresh Shop ດອນໜູນ,2025-05-24,2255121378,8562551213787,ກະດູກຂ້າງໝູຕັດຕ່ອນອານາໄມ 1000 ກຣາມ,004,ຊີ້ນອານາໄມ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ຖົງ,0.0,0.0,-,-
2004,CP Fresh Shop ດອນໜູນ,2025-05-24,800000084376,8858984833204,ເອິກໄກ່ທອດ 1kg,012,ອາຫານສຳເລັດຮູບ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
2005,CP Fresh Shop ດອນໜູນ,2025-05-24,800000122558,8640314888791,ຍອດຜັກຫົມອອ່ນ,005,ຜັກ,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"ຊນ,ອັນ",10000.0,30000.0,-,-
2006,CP Fresh Shop ດອນໜູນ,2025-05-24,800000084278,8858828509517,ກະແລ້ມກະທິ,012,ອາຫານສຳເລັດຮູບ,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,"ຊນ,ອັນ",8000.0,168000.0,-,-
2007,CP Fresh Shop ດອນໜູນ,2025-05-24,800000084281,8858828509555,ກະແລ້ມໄມ້ໝາກໂມ,012,ອາຫານສຳເລັດຮູບ,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,"ຊນ,ອັນ",8000.0,184000.0,-,-
2008,CP Fresh Shop ດອນໜູນ,2025-05-24,800000103182,8801073113893,ຫມີເກົາຫລີບົວຖົງ,012,ອາຫານສຳເລັດຮູບ,30.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,"ຊນ,ອັນ",17250.0,483000.0,-,-
2009,CP Fresh Shop ດອນໜູນ,2025-05-24,2220352100,8562203521000,ໄຂ່ໄກ່ແພັກ 10 ຟອງ-ເບີ 0,011,ໄກ່ - ໄຂ່,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ແພັກ,35000.0,140000.0,-,-
2010,CP Fresh Shop ດອນໜູນ,2025-05-24,800000084377,6970115986374,ແຈ່ວເສສວນຈີນງົວເຂັ້ມຂຸ່ມ 150g,012,ອາຫານສຳເລັດຮູບ,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,"ຊນ,ອັນ",19125.0,612000.0,-,-
2011,CP Fresh Shop ດອນໜູນ,2025-05-24,2210440045,8562104400459,ນ່ອງໄກ່ເນື້ອຕິດສະໂພກອານາໄມ,014,ໄກ່ແພັກແບັນ,27.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.348,ແພັກ,48000.0,1264704.0,-,-
2012,CP Fresh Shop ດອນໜູນ,2025-05-24,2255121205,9921205,ສັນນອກໝູ,003,ຊີ້ນສົດ,15.95,5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.38,ກິໂລກຣາມ,89000.0,1902820.0,-,-
2013,CP Fresh Shop ດອນໜູນ,2025-05-24,2255121293,-,ມັນຕິດໄສ້ໝູ,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ຖົງ,0.0,0.0,-,-
2014,CP Fresh Shop ດອນໜູນ,2025-05-24,800000084150,8850820204537,Sbຂ້າວກຽບລອດໂນລິສາລ່າຍ,012,ອາຫານສຳເລັດຮູບ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
2015,CP Fresh Shop ດອນໜູນ,2025-05-24,2210440043,8562104400435,ເອິກໄກ່ເນື້ອຕິດຫນັງອານາໄມ,014,ໄກ່ແພັກແບັນ,5.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.201,ແພັກ,57000.0,182457.0,-,-
2016,CP Fresh Shop ດອນໜູນ,2025-05-24,800000103672,8850987150098,ມາມ່າOKບົວລົດຄາໂບນາລ່າຫໍ່,008,ເຄື່ອງແຫ້ງ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ຊນ,ອັນ",0.0,0.0,-,-
2017,CP Fresh Shop ດອນໜູນ,2025-05-24,800000084310,-,ແຈ່ວດາດໂຕໝູ (ໃຫຍ່),801,ນໍ້າແຈ່ວ,146.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,"ຊນ,ອັນ",27000.0,3672000.0,-,-
2018,CP Fresh Shop ດອນໜູນ,2025-05-24,800000104157,8850016635251,ເປົາ​ທູ​ໂທນ​ໄສ້​ໄຂ່​ກຸ້ງ500g,007,ອາຫານແຊ່ແຂງ,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"ຊນ,ອັນ",52100.0,364700.0,-,-
2019,CP Fresh Shop ດອນໜູນ,2025-05-24,800000084304,8851004401254,ເທດໂຕ້ລົດບາບີຄີວຖົງ42g,013,ເຂົ້າໜົມ,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"ຊນ,ອັນ",8959.0,35836.0,-,-
2020,CP Fresh Shop ດອນໜູນ,2025-05-24,2255120314,8858984832832,ໝູຍໍ່ A 1000 g,012,ອາຫານສຳເລັດຮູບ,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ແພັກ,58003.0,638033.0,-,-
2021,CP Fresh Shop ດອນໜູນ,2025-05-24,2255121620,8562551216207,ກະດູກຂ້າງໝູຕັດເສັ້ນ WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ແພັກ,60000.0,240000.0,-,-
2022,CP Fresh Shop ດອນໜູນ,2025-05-24,2255121619,8562551216191,ຊີ້ນຄໍໝູປີ້ງ WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,27.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,ແພັກ,65000.0,1755000.0,-,-
2023,CP Fresh Shop ດອນໜູນ,2025-05-24,2255121204,9921204,ສັນຄໍໝູ,003,ຊີ້ນສົດ,7.66,13.44,15.088,0.0,0.0,0.0,0.0,0.0,0.0,6.007,ກິໂລກຣາມ,96000.0,576672.0,-,-
2024,CP Fresh Shop ດອນໜູນ,2025-05-24,800000084432,8850620888289,ນໍ້າປາ ກາປາມືກຂວດຢາງ700ມລ,010,ເຄື່ອງປຸງ,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"ຊນ,ອັນ",16663.0,33326.0,-,-
2025,CP Fresh Shop ດອນໜູນ,2025-05-24,800000197588,8936136163314,ນ້ຳ​ປາ​ຫວຽດ750ml,010,ເຄື່ອງປຸງ,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,"ຊນ,ອັນ",51000.0,1173000.0,-,-
2026,CP Fresh Shop ດອນໜູນ,2025-05-24,800000122702,-,ເຕົາຮູ້ແຜ່ນ,008,ເຄື່ອງແຫ້ງ,80.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,"ຊນ,ອັນ",6475.0,485625.0,-,-
2027,CP Fresh Shop ດອນໜູນ,2025-05-24,800000084527,8850100004994,ໝີ່ໄວໄວຊ່ອງ ລົດດັ້ງເດີມ,008,ເຄື່ອງແຫ້ງ,-98.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-101.0,"ຊນ,ອັນ",3539.0,-357439.0,-,-
2028,CP Fresh Shop ດອນໜູນ,2025-05-24,800000107172,9780201371154,Polar Bear ໝາກຖົວຍິປຸ່ນ Edamame 1kg,007,ອາຫານແຊ່ແຂງ,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,"ຊນ,ອັນ",95000.0,1235000.0,-,-
2029,CP Fresh Shop ດອນໜູນ,2025-05-24,2255121282,9921282,ກະດູກໃບພາຍ,003,ຊີ້ນສົດ,0.0,4.15,7.459,0.0,0.0,3.309,0.0,0.0,0.0,0.0,ກິໂລກຣາມ,33000.0,0.0,REACD00001,สินค้าขาด/เกิน จากการตรวจนับ
2030,CP Fresh Shop ດອນໜູນ,2025-05-24,800000107977,8851988005233,AROເນື້ອປາດໍລີ້ສະໄລ່,007,ອາຫານແຊ່ແຂງ,30.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,"ຊນ,ອັນ",59500.0,1666000.0,-,-
2031,CP Fresh Shop ດອນໜູນ,2025-05-24,800000101917,8851970010771,ຮອດອກPPເຫລືອງໄກ່,007,ອາຫານແຊ່ແຂງ,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"ຊນ,ອັນ",50200.0,351400.0,-,-
2032,CP Fresh Shop ດອນໜູນ,2025-05-24,2255121487,8562551214876,ສັນຄໍໝູສະໄລ້ WARP FREEZE 250 ກຣາມ,006,ຊີ້ນແພກແບຣນ,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,ແພັກ,35500.0,710000.0,-,-
2033,CP Fresh Shop ດອນໜູນ,2025-05-24,800000109612,6956367338680,ເກັກຮວຍປ່ອງແດງ,009,ເຄື່ອງດື່ມ,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,"ຊນ,ອັນ",9167.0,183340.0,-,-
2034,CP Fresh Shop ດອນໜູນ,2025-05-24,2255120442,8562551204426,ສາມຊັ້ນໝັກເກືອ 1000g,006,ຊີ້ນແພກແບຣນ,21.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,ແພັກ,66000.0,1188000.0,-,-
2035,CP Fresh Shop ດອນໜູນ,2025-05-24,800000103166,6975749658666,ເສັ້ນມັນດ້າງແດງ240g,008,ເຄື່ອງແຫ້ງ,109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,"ຊນ,ອັນ",10000.0,1080000.0,-,-
2036,CP Fresh Shop ດອນໜູນ,2025-05-24,2255120445,8562551204457,ນ້ຳມັນຫມູແພັກແບນ 1000g,010,ເຄື່ອງປຸງ,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ຕູກ,30998.0,61996.0,-,-
2037,CP Fresh Shop ດອນໜູນ,2025-05-24,800000107691,8850100110114,ໄວ​ໄວດັງເດີມ1ແກັດ,008,ເຄື່ອງແຫ້ງ,4.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,"ຊນ,ອັນ",109934.0,659604.0,REACD00001,สินค้าขาด/เกิน จากการตรวจนับ
2038,CP Fresh Shop ດອນໜູນ,2025-05-24,800000101892,774754335558288,ແຈ່ວດາດໂຕໝູ (ນ້ອຍ),801,ນໍ້າແຈ່ວ,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,"ຊນ,ອັນ",15000.0,420000.0,-,-
