รหัสสินค้า,ชื่อสินค้า
800000084537,ເຫັດຫິມະ 200g
800000123315,ແປບຊີຕຸກ1225ml
800000122680,ຜົ້ງ​ປີງ​ຈີນ100g
800000147702,ປາເສັ້ນຈັບໂບ້ລົດຊຸບເປີແຊບ
800000101373,ປາ​ລອນດີ້ແຜ່ນPP 1 kg
800000084377,ແຈ່ວເສສວນຈີນງົວເຂັ້ມຂຸ່ມ 150g
800000101375,ເນີຍເຄັມຕາແດນນີ່1/2ປອນ
800000147726,ແປ້ງນົວກາຖ້ວຍ 250g
800000220775,ເຄື່ອງເທດມາລ້າ200g
800000101365,SUNFOOD ປີກບົນໄກ່ຖົງແດງ1kg
800000179654,ກໍ້ແພັກອາຫານ30cm*30cm
2255120382,ຫມູປີ້ງ 10ໄມ້  550g
800000169015,ກາໂຕະລົດລີ້ນຈີ່320ml
800000199229,ກາໂຕະລົດສະຕໍເບີລີ320ml
800000084473,ເກືອກາກວຽນໄອໂອດີນເວີນຄຳ 1ກິໂລ
800000084459,ຟ້າໄທນໍ້າໃສ 350ມລ
800000084369,pfpເຕົ້າຫູ້ປາລູກເຕົາ 500g
800000101352,PFP ເຕົ້າຮູ້ຊີດ500g
800000126557,Mfoodແຈ່ວດາດ_ຈຸ່ມ500g
800000101784,ຍຳຍຳກຸ້ງນ້ຳໃສຊ່ອງ
26020202,ໄກ່ຈໍ້ 500 ກັມ
2255121203,ຊິ້ນສະໂພກໝູ (ຊິ້ນຂາຫລັງ)
800000103191,ແປງໂກກີ 500ກ
800000107256,ວິຕາມິນC ເລມອນ
800000103162,Hi ຫນ້າເສສວນນໍ້າມັນພືດ 220g
800000102050,ເຫັດຫຼວງ500g
800000143078,Mfoodແຈ່ວຊີຟູດ
800000103177,ປາ​ກະ​ປ່ອງສາມ​ແມ່​ຄົວ93g
800000122561,ເສັ້ນເສສວນມັດ500g
800000109612,ເກັກຮວຍປ່ອງແດງ
800000107977,AROເນື້ອປາດໍລີ້ສະໄລ່
2255120346,ຫມູທອດ 1000g
800000084234,ຫົວກະທຽມ500g
800000101892,ແຈ່ວດາດໂຕໝູ (ນ້ອຍ)
800000101380,NVເສືອຮ້ອງໄຫ້ອົດສະຕາລີ500g
800000212436,ລົດດີຜົງລົດໝູ70g
23003924,ປີກໄກ່ນິວອໍລີນ 300g
2255121205,ສັນນອກໝູ
800000101493,Aro ຖົ່ວເເຮະຢີ່ປຸ່ນເເຊ່ເເຂງ
800000084411,ຄະນໍຜົງລົດໝູ 400g
800000084219,NVນົມສະໄລ້A300ກຼາມ
800000246312,ນ້ຳ​ມັນ​ອາ​ງຸ່ນ1ml
2255121487,ສັນຄໍໝູສະໄລ້ WARP FREEZE 250 ກຣາມ
800000084398,ປາໄຂ່ 500 ກຼາມ
800000104156,ລູກຊີ້ນປາTVI 500g
800000084444,Orchid ນ້ຳ​ມັນ​ຫວຽດ 1 ml
800000101357,tvi Seafood Bowl ທະເລລວມ
800000084247,ຜັກບົ້ງ 300ກຼາມ
800000246356,ເຂົ້າຈ້າວກາພະຍານາກ 1kg
2255120442,ສາມຊັ້ນໝັກເກືອ 1000g
800000106734,pfp ເຕົາຮູ້ປາແຜ່ນ500g
800000103181,ໝີ່ເກົາຫລີດຳແພັກ5ຫໍ່
800000084529,ເຂົ້າປຸ້ນແຫ້ງຊຽງຂຽວ
2255121207,ຊິ້ນໝູສາມຊັ້ນ
2255121619,ຊີ້ນຄໍໝູປີ້ງ WF(TS) 500 ກຣາມ
800000084485,ແຈ່ວພັນທ້າຍ 342 ກຼາມ
800000107690,ປາປີກ້າຖົງ48g
800000107704,ປີກກາງຖົງ2kg
23003925,ນັກເກັດດາວ 300g
800000126113,ນ້ຳຈິ້ມໄກ່ຄົວຕະວັນ230g
800000101378,NVນົມໝູສະໄລ້A 500g
800000101381,NVເສືອຮ້ອງໄຫ້ແພັກສະໄລ 300g
2255121209,ຊິ້ນບ່າໄຫລ່ໝູ (ຊິ້ນຂາໜ້າ)
2255121204,ສັນຄໍໝູ
800000103440,ແຈ່ວສຸກີ້ແມ່ທອນ 750g
800000161895,ເປັດເປັນໂຕ
2255121621,ກະດູກອ່ອນໝູຕັດຕ່ອນ WF(TS) 500 ກຣາມ
800000102091,ເຕົາຫູ້ໄຂ່ ເກດ Aຖົງ10ອັນ
2255121615,ຊີ້ນສັນຄໍໝູສະໄລ້ WF(TS) 500 ກຣາມ
800000084495,ແຈ່ວສຸກີ້ແມ່ທອນ 500g
2220354302,ໄຂ່ໄກ່ແຕະ 30 ຟອງ ຝາຄອບ-ເບີ 2
2220352100,ໄຂ່ໄກ່ແພັກ 10 ຟອງ-ເບີ 0
2255120354,ຫມູຝອຍ   100 g
800000247410,ເລ່ມັນຝຮັ່ງອໍລິຈິນໍກ່ອງ100g
800000107415,ໄຕໄກ່ 1 kg
800000084158,ຍອດອ່ອນຕາວັນ
2210440045,ນ່ອງໄກ່ເນື້ອຕິດສະໂພກອານາໄມ
800000084303,ຮອນດອກແດງນ້ອຍ1kg
2255121620,ກະດູກຂ້າງໝູຕັດເສັ້ນ WF(TS) 500 ກຣາມ
800000133995,SunValleyໄກ່ປ໋ອບດັງເດີມ1kg
800000084280,ກະແລ້ມຖົ່ວລຽນ
800000106731,AFMໄສ້ກອກໄກ່500g
800000104157,ເປົາ​ທູ​ໂທນ​ໄສ້​ໄຂ່​ກຸ້ງ500g
800000084202,ກະແລ້ມແອັບເປີ້ນ
800000084416,ຊອດ​ຖົວ​ເຫຼືອງ​ຍີ່​ປຸ່ນ200ml
2255121618,ຊີ້ນໝູສາມຊັ້ນຕັດເສັ້ນ WF(TS) 500 ກຣາມ
800000107291,ເລ່ລົດດັງເດີມຖົງ
800000107278,ເລ່ລົດໂມລິສະລາຍຖົງ44g
800000101376,NV ຂາລາຍAUD 500g
800000103617,ຜັກກາດຂາວ
2210440043,ເອິກໄກ່ເນື້ອຕິດຫນັງອານາໄມ
800000141350,ເລ່ລົດບາບີຄີວ44g
800000123568,ນ່ອງໄກ່ SunValley 1kg
2255120415,ໄສ້ກອກຫມູ 500g
2255121539,ໄສ້ຕັນໝູພັນອານາໄມ FREEZE 1000 ກຣາມ
2255120427,ຂາຫມູຕຸ້ນ 1000g
800000084277,CP ຊຸດຈຸ່ມພີມ້ຽນ
2255121489,ສາມຊັ້ນໝູສະໄລ້ WRAP FREEZE 250 ກຣາມ
800000199260,ຂະໜົມຊີລ້ຽວສອດໄສ້ລົດຊອກໂກແລດ
800000084187,ແຈ່ວດາດຫອມແຊບເຂັ້ມຂຸ້ນ 500g
800000103180,ຫມີ່ເກົາຫລີຊອງດຳ
2210440047,ຕີນໄກ່ເນື້ອອານາໄມ
800000130176,ຈໍປູ 500g
800000199404,ຂະໜົມຊີລ້ຽວຊອກໂກແລດສອດໄສ້ຄີມ
800000101370,ຫມຶກຫມາກນັດ 1kg
2210440046,ປີກເຕັມໄກ່ເນື້ອອານາໄມ
800000084279,ກະແລ້ມຖົ່ວດຳ
2255121206,ສັນໃນໝູ 
2255121281,ກະດູກຂໍ້
2255121283,ກະດູກສັນຫລັງ
2255121521,ຕີນໝູຕັດ
2255121211,ກະດູກແກງໝູ
800000084384,AFMໄສ້ກອກຊີດຂຽວ 500ກຼາມ
800000084318,ໄສ້ກອກຫມູຄອກເທວຜະສົມຊີສ 500g
800000161893,ໄຕໄກ່KCF1kg
2255120349,ໝູນຸ້ມໝັກພິກໄທດຳ 1000g
2255121232,ກະດູກຂ້າງໝູ
2255120350,ໝູສາມຊັ້ນໝັກນ້ຳມັນງາ 1000g
2255121295,ຂາຕັ້ງ (ຂາຫລັງໝູ)
800000084284,ກະແລ້ມເຜືອກ
2255121230,ຊິ້ນໝູບົດປົນມັນໝູ 20%
2255121614,ຊີ້ນໝູສາມຊັ້ນສະໄລ້ WF(TS) 500 ກຣາມ
800000084289,ຍຳຍຳຈຳໂບ້ ໝູສັບ
800000084374,ເທດໂຕ້ລົດສະລາຍຖົງ42g
800000107686,ຄອນເນ່ຊີດຖົງ48g
800000084196,ນໍ້າທິບໃຫຍ່ 1.5ລິດ
800000084331,ຍຳຍຳຈຳໂບ້ ຕົ້ມຍຳກຸ້ງເຂັມຂຸ້ນ
800000103650,ເຈ້ຍສິດຊູວິລາເປັນອັນ
800000084523,ລ້ອນສາຍຝົນ 70ກຼາມ
11008934,ເຕົາຫູ້ໄຂ່ ເກດ A
800000084522,ລ້ອນສາຍຝົນ 35ກຼາມ
800000084310,ແຈ່ວດາດໂຕໝູ (ໃຫຍ່)
800000102119,ເຫັດເຂັມຖົງຂຽວ
800000086217,ແຈ່ວເສສວນຍົກໂປ້150g
800000084406,ກະປິ 75ກຼາມ
800000155539,ກ້ຽວ500g
800000107248,ປາກະປ໋ອງແປ 125ກ
800000084293,ປູອັດTVI 250ກຼາມ
800000103164,ແຈ່ວເສສວນນ້ຳມັນກຸ້ງ 150g
800000084343,ລ້ອນປຽກດອກຝ້າຍ 500ກຼາມ
800000107247,M150
800000084537,ເຫັດຫິມະ 200g
800000151045,ເຫັດຫອມ100g
800000101373,ປາ​ລອນດີ້ແຜ່ນPP 1 kg
800000103163,ເສັ້ນມັນດ້າງຈຸ່ມເສັ້ນແປ250g
800000147722,ແປ້ງນົວກາຖ້ວຍ 500g
800000101375,ເນີຍເຄັມຕາແດນນີ່1/2ປອນ
800000084417,ນໍ້າມັນຫອຍນາງລົມ600ml
800000101365,SUNFOOD ປີກບົນໄກ່ຖົງແດງ1kg
800000179654,ກໍ້ແພັກອາຫານ30cm*30cm
800000103182,ຫມີເກົາຫລີບົວຖົງ
800000101380,NVເສືອຮ້ອງໄຫ້ອົດສະຕາລີ500g
2255121615,ຊີ້ນສັນຄໍໝູສະໄລ້ WF(TS) 500 ກຣາມ
2255121203,ຊິ້ນສະໂພກໝູ (ຊິ້ນຂາຫລັງ)
2255120382,ຫມູປີ້ງ 10ໄມ້  550g
800000101352,PFP ເຕົ້າຮູ້ຊີດ500g
800000084369,pfpເຕົ້າຫູ້ປາລູກເຕົາ 500g
800000084459,ຟ້າໄທນໍ້າໃສ 350ມລ
800000084320,ກະປິຫມາກນາວ 200ກຼາມ
800000126557,Mfoodແຈ່ວດາດ_ຈຸ່ມ500g
800000103168,ລ້ອນ​ສາຍ​ຜົນ​ຖົງ​350g
800000084318,ໄສ້ກອກຫມູຄອກເທວຜະສົມຊີສ 500g
800000101378,NVນົມໝູສະໄລ້A 500g
800000084337,ນົມສົ້ມ ໝາກໜອດ 60ml
800000143078,Mfoodແຈ່ວຊີຟູດ
800000107977,AROເນື້ອປາດໍລີ້ສະໄລ່
800000084234,ຫົວກະທຽມ500g
800000103177,ປາ​ກະ​ປ່ອງສາມ​ແມ່​ຄົວ93g
2220354303,ໄຂ່ໄກ່ແຕະ 30 ຟອງ ຝາຄອບ-ເບີ 3
2255121209,ຊິ້ນບ່າໄຫລ່ໝູ (ຊິ້ນຂາໜ້າ)
800000084334,ນ້ຳຕານບວງ 1ກິໂລ
2255120346,ຫມູທອດ 1000g
2255120402,ໝູນຸ້ມໝັກພິກໄທດຳ 500g
2255121489,ສາມຊັ້ນໝູສະໄລ້ WRAP FREEZE 250 ກຣາມ
800000101892,ແຈ່ວດາດໂຕໝູ (ນ້ອຍ)
800000102091,ເຕົາຫູ້ໄຂ່ ເກດ Aຖົງ10ອັນ
2255121205,ສັນນອກໝູ
800000084206,ໝາກ​ນາວ​ໂຊ​ດາ
800000190860,ມັນຝຮັ່ງຫຍັກເອັກຕ້າ1kg
2255120443,ລູກຊີ້ນເອັນ 500g
800000212436,ລົດດີຜົງລົດໝູ70g
800000084219,NVນົມສະໄລ້A300ກຼາມ
800000102050,ເຫັດຫຼວງ500g
800000107172,Polar Bear ໝາກຖົວຍິປຸ່ນ Edamame 1kg
2255121532,ຊີ້ນໝູສາມຊັ້ນຕັດຕ່ອນ FREEZE 500 ກຣາມ
2255121487,ສັນຄໍໝູສະໄລ້ WARP FREEZE 250 ກຣາມ
800000106734,pfp ເຕົາຮູ້ປາແຜ່ນ500g
2255120442,ສາມຊັ້ນໝັກເກືອ 1000g
2255121207,ຊິ້ນໝູສາມຊັ້ນ
2255120427,ຂາຫມູຕຸ້ນ 1000g
2255121614,ຊີ້ນໝູສາມຊັ້ນສະໄລ້ WF(TS) 500 ກຣາມ
800000106712,pfpລູກຊີ້ນປາພູເກັດ500g
800000101374,ເນີຍຈີດຕາແດນນີ່1/2ປອນ
800000234450,ສະໂພກໄກ່ຖົງ2kg
2255121619,ຊີ້ນຄໍໝູປີ້ງ WF(TS) 500 ກຣາມ
800000130237,ປູອັດເບັນໂຕະ 500g
800000107254,ວິຕາມິນC ນ້ຳສົ້ມ
2255121621,ກະດູກອ່ອນໝູຕັດຕ່ອນ WF(TS) 500 ກຣາມ
2255121281,ກະດູກຂໍ້
800000161895,ເປັດເປັນໂຕ
800000120919,ປີກກາງຕີດປາຍປີກ2kg
800000103440,ແຈ່ວສຸກີ້ແມ່ທອນ 750g
800000101381,NVເສືອຮ້ອງໄຫ້ແພັກສະໄລ 300g
800000084247,ຜັກບົ້ງ 300ກຼາມ
800000125722,ເສັ້ນມັນຝຮັງ450g
2255120404,ໝູສາມຊັ້ນໝັກນ້ຳມັນງາ 500g
2255121295,ຂາຕັ້ງ (ຂາຫລັງໝູ)
800000084495,ແຈ່ວສຸກີ້ແມ່ທອນ 500g
800000084188,ແຈ່ວດາດຫອມແຊບໃຫຍ່ນຸ້ມນວນ500g
2255121274,ຊີ້ນສາມຊັ້ນສະໄລ້ອານາໄມ 1000 ກຣາມ
23003923,ນັກເກັດວົງ 300g
800000137007,ປາຍປີກ1kg
2210440045,ນ່ອງໄກ່ເນື້ອຕິດສະໂພກອານາໄມ
2220354302,ໄຂ່ໄກ່ແຕະ 30 ຟອງ ຝາຄອບ-ເບີ 2
800000084384,AFMໄສ້ກອກຊີດຂຽວ 500ກຼາມ
800000157630,ບັດເຕີເຄັກກ່ອງ
2255121521,ຕີນໝູຕັດ
2255121410,ຫາງໝູອານາໄມ FREEZE 1000 ກຣາມ
2210440047,ຕີນໄກ່ເນື້ອອານາໄມ
2255120310,ລຸກຊີ້ນຫມູ A ແພັກ 500 g
800000106731,AFMໄສ້ກອກໄກ່500g
800000121130,Okimchi 300g
800000084280,ກະແລ້ມຖົ່ວລຽນ
800000084303,ຮອນດອກແດງນ້ອຍ1kg
800000112182,ຊອດ​ຫອຍ​ຄົວ​ຕະ​ວັນ1kg
800000101379,NVໜອກສະໄລອົດສະຕາລີ300g
800000104157,ເປົາ​ທູ​ໂທນ​ໄສ້​ໄຂ່​ກຸ້ງ500g
800000247429,ເລ່ຊາວຄີມແລະຫົວຫອມກ່ອງ100g
2255121618,ຊີ້ນໝູສາມຊັ້ນຕັດເສັ້ນ WF(TS) 500 ກຣາມ
2255121204,ສັນຄໍໝູ
800000084202,ກະແລ້ມແອັບເປີ້ນ
800000122908,ຢໍ່ຈືນໂປະແຕກແພັກໃຫຍ່
800000084498,ແຈ່ວເສສວນງົວຫອມ150ກຮາມ
800000101376,NV ຂາລາຍAUD 500g
800000121131,Okimchi 500g
800000199404,ຂະໜົມຊີລ້ຽວຊອກໂກແລດສອດໄສ້ຄີມ
800000199260,ຂະໜົມຊີລ້ຽວສອດໄສ້ລົດຊອກໂກແລດ
800000107414,ເອິກໄກ່ຖົງໃສ2kg
800000084158,ຍອດອ່ອນຕາວັນ
2255121539,ໄສ້ຕັນໝູພັນອານາໄມ FREEZE 1000 ກຣາມ
800000247442,ເລ່ກິ່ນກຸ້ງມັງກອນສະໄປຊີກ່ອງ100g
800000103617,ຜັກກາດຂາວ
800000142611,ເຕົ້າ​ຫູ້​ປາTVI 500g
800000101370,ຫມຶກຫມາກນັດ 1kg
800000084335,ນົມສົ້ມ ດັ້ງເດີມ 60ml
800000101353,PFP ຊິກູວາ500g
800000107050,ລູກຊີ້ນປາແຫຼມ
2255121283,ກະດູກສັນຫລັງ
8250L220400G26301,ກຸ້ງປອກເປືອກຜ່າຈົງຫາງ (26/30) 500g
800000084277,CP ຊຸດຈຸ່ມພີມ້ຽນ
800000084257,ຜັກຫົມ 300ກຼາມ
800000084273,ຫົວຫອມບົ່ວແດງ500g
2255121206,ສັນໃນໝູ 
2255121282,ກະດູກໃບພາຍ
2255121620,ກະດູກຂ້າງໝູຕັດເສັ້ນ WF(TS) 500 ກຣາມ
2255121230,ຊິ້ນໝູບົດປົນມັນໝູ 20%
2255121232,ກະດູກຂ້າງໝູ
2255121211,ກະດູກແກງໝູ
800000084284,ກະແລ້ມເຜືອກ
800000126128,ຄອນເນ່ຖົງ48g
800000084196,ນໍ້າທິບໃຫຍ່ 1.5ລິດ
800000084195,ນໍ້າທິບນ້ອຍ 350ມລ
800000084527,ໝີ່ໄວໄວຊ່ອງ ລົດດັ້ງເດີມ
11008934,ເຕົາຫູ້ໄຂ່ ເກດ A
800000086217,ແຈ່ວເສສວນຍົກໂປ້150g
800000084310,ແຈ່ວດາດໂຕໝູ (ໃຫຍ່)
800000102119,ເຫັດເຂັມຖົງຂຽວ
800000103165,ແຈ່ວເສສວນຈຸ່ມປາ185g
800000084406,ກະປິ 75ກຼາມ
800000084454,ປາແດກແມ່ບຸນລໍ້າ 400ກຼາມ
800000122702,ເຕົາຮູ້ແຜ່ນ
800000103166,ເສັ້ນມັນດ້າງແດງ240g
800000084408,ຄະນໍກ້ອນ ຕົ້ມຍຳ
800000127090,ເສັ້ນເຜືອກ200g
800000084293,ປູອັດTVI 250ກຼາມ
800000084525,ວາຊາບິ S&G
800000084343,ລ້ອນປຽກດອກຝ້າຍ 500ກຼາມ
800000122680,ຜົ້ງ​ປີງ​ຈີນ100g
800000151045,ເຫັດຫອມ100g
2255121615,ຊີ້ນສັນຄໍໝູສະໄລ້ WF(TS) 500 ກຣາມ
800000084537,ເຫັດຫິມະ 200g
800000107245,ໂອອີຊິລົດໝາກນາວ
800000147722,ແປ້ງນົວກາຖ້ວຍ 500g
800000101375,ເນີຍເຄັມຕາແດນນີ່1/2ປອນ
800000084234,ຫົວກະທຽມ500g
800000220775,ເຄື່ອງເທດມາລ້າ200g
800000244795,ຫົວຜັກບົວ500g
800000101365,SUNFOOD ປີກບົນໄກ່ຖົງແດງ1kg
800000084473,ເກືອກາກວຽນໄອໂອດີນເວີນຄຳ 1ກິໂລ
